J1832+0029     0.533918  8.04E-16     7.000  
J1841-0500     0.912916  1.39e-14     10.0 
J1910+0517     0.308048  7.30e-16    13.000  
J1929+1357     0.866927  3.66e-15    11.500  
B1931+24       0.813690  7.15e-15    25.900  
